Personnel ID,First Name,Last Name,Gender Description,Age,Duty Description,Duty Location,"Employee Status 
(1-4)",Pay Grade,Start Date
HI169688,Jennifer,Smith, Female,47,Pipe Welder, Dry Docks,1,25,7/9/2018
HI068078,Karen,Williams, Female,61,Pipe Welder, Storage Areas,3,28,7/16/2018
HI756748,Robert,Davis, Male,64,Pipe Welder, Cranes and Heavy Lifting Equipment,3,22,7/30/2018
HI116600,Elizabeth,Martinez, Female,46,Pipe Welder, Slipways,1,25,8/6/2018
HI410920,John,Davis, Male,49,Pipe Welder, Dry Docks,4,25,8/6/2018
HI510080,John,Rodriguez, Male,47,Pipe Welder, Fabrication Shops,3,25,8/6/2018
HI504443,Karen,Williams, Female,54,Pipe Welder, Administrative Offices,4,28,8/6/2018
HI091458,David,Brown, Male,37,Pipe Welder, Cranes and Heavy Lifting Equipment,3,28,8/6/2018
HI754309,William,Johnson, Male,61,Pipe Welder, Wet Docks,1,25,8/20/2018
HI846673,David,Davis, Male,64,Pipe Welder, Paint Shops,1,18,8/27/2018
HI625845,Barbara,Johnson, Female,43,Pipe Welder, Paint Shops,4,25,8/27/2018
HI168837,Elizabeth,Rodriguez, Female,49,Pipe Welder, Slipways,1,22,8/27/2018
HI368792,Karen,Davis, Female,60,Pipe Welder, Testing Facilities,3,25,9/10/2018
HI509080,Thomas,Smith, Male,61,Pipe Welder, Administrative Offices,2,28,9/10/2018
HI603643,Jessica,Davis, Female,40,Pipe Welder, Testing Facilities,3,18,9/17/2018
HI423605,Joseph,Martinez, Male,55,Pipe Welder, Wet Docks,1,22,9/17/2018
HI019457,David,Williams, Male,25,Pipe Welder, Outfitting Docks,3,22,9/17/2018
HI095047,James,Jones, Male,61,Pipe Welder, Storage Areas,4,28,9/24/2018
HI080289,David,Martinez, Male,62,Pipe Welder, Storage Areas,3,18,10/15/2018
HI000607,Karen,Rodriguez, Female,25,Pipe Welder, Dry Docks,4,28,10/15/2018
HI171893,Barbara,Rodriguez, Female,60,Pipe Welder, Dry Docks,3,22,11/12/2018
HI384489,Robert,Garcia, Male,53,Pipe Welder, Wet Docks,4,25,11/26/2018
HI466743,Jessica,Williams, Female,64,Pipe Welder, Cranes and Heavy Lifting Equipment,4,25,11/26/2018
HI855654,Linda,Johnson, Female,46,Pipe Welder, Slipways,2,22,11/26/2018
HI473593,Michael,Davis, Male,54,Pipe Welder, Slipways,4,22,12/3/2018
HI751074,John,Brown, Male,20,Pipe Welder, Outfitting Docks,4,18,12/24/2018
HI030191,Susan,Jones, Female,39,Pipe Welder, Dry Docks,3,25,12/31/2018
HI874238,Sarah,Johnson, Female,27,Pipe Welder, Storage Areas,1,18,12/31/2018
HI906616,Elizabeth,Brown, Female,52,Pipe Welder, Administrative Offices,2,28,1/7/2019
HI599289,Barbara,Johnson, Female,61,Pipe Welder, Cranes and Heavy Lifting Equipment,3,28,1/14/2019
HI203678,Robert,Martinez, Male,40,Pipe Welder, Cranes and Heavy Lifting Equipment,2,18,1/14/2019
HI831537,Patricia,Rodriguez, Female,65,Pipe Welder, Testing Facilities,3,25,1/21/2019
HI601571,Elizabeth,Martinez, Female,27,Pipe Welder, Slipways,2,25,1/28/2019
HI335009,Karen,Williams, Female,56,Pipe Welder, Fabrication Shops,4,22,1/28/2019
HI062429,Elizabeth,Jones, Female,34,Pipe Welder, Testing Facilities,1,22,1/28/2019
HI445112,Jennifer,Jones, Female,50,Pipe Welder, Cranes and Heavy Lifting Equipment,3,25,2/4/2019
HI488488,James,Smith, Male,59,Pipe Welder, Testing Facilities,3,28,2/25/2019
HI287027,Barbara,Garcia, Female,29,Pipe Welder, Fabrication Shops,1,18,3/4/2019
HI388591,Elizabeth,Rodriguez, Female,56,Pipe Welder, Outfitting Docks,3,25,3/4/2019
HI159570,Thomas,Smith, Male,59,Pipe Welder, Fabrication Shops,2,18,3/11/2019
HI665944,Charles,Jones, Male,39,Pipe Welder, Administrative Offices,4,22,4/1/2019
HI359994,Susan,Smith, Female,53,Pipe Welder, Outfitting Docks,2,22,4/15/2019
HI097382,Elizabeth,Martinez, Female,18,Pipe Welder, Paint Shops,4,22,4/22/2019
HI011974,Jessica,Johnson, Female,49,Pipe Welder, Administrative Offices,3,22,4/22/2019
HI429859,Susan,Davis, Female,35,Pipe Welder, Paint Shops,4,18,4/29/2019
HI493386,Linda,Davis, Unknown,36,Pipe Welder, Storage Areas,2,28,5/13/2019
HI218598,Jennifer,Brown, Female,64,Pipe Welder, Cranes and Heavy Lifting Equipment,1,22,6/3/2019
HI944919,Patricia,Jones, Female,31,Pipe Welder, Testing Facilities,2,28,6/3/2019
HI052259,David,Davis, Male,52,Pipe Welder, Wet Docks,3,18,6/10/2019
HI863436,Charles,Rodriguez, Male,26,Pipe Welder, Fabrication Shops,4,28,6/10/2019
HI090465,James,Garcia, Male,31,Pipe Welder, Testing Facilities,3,28,6/24/2019
HI803216,Thomas,Johnson, Male,21,Pipe Welder, Paint Shops,2,28,7/1/2019
HI895738,Barbara,Rodriguez, Female,65,Pipe Welder, Cranes and Heavy Lifting Equipment,3,28,7/15/2019
HI471967,Patricia,Rodriguez, Female,58,Pipe Welder, Paint Shops,4,22,7/15/2019
HI813512,John,Garcia, Male,34,Pipe Welder, Testing Facilities,2,28,7/15/2019
HI223750,Linda,Martinez, Unknown,36,Pipe Welder, Storage Areas,1,18,7/22/2019
HI263680,Linda,Williams, Female,46,Pipe Welder, Fabrication Shops,3,28,8/12/2019
HI466805,Karen,Rodriguez, Female,61,Pipe Welder, Wet Docks,1,28,8/12/2019
HI124412,Jessica,Garcia, Female,59,Pipe Welder, Cranes and Heavy Lifting Equipment,1,18,8/12/2019
HI354247,Charles,Rodriguez, Male,49,Pipe Welder, Paint Shops,3,25,8/19/2019
HI122730,Patricia,Jones, Female,25,Pipe Welder, Outfitting Docks,3,28,9/2/2019
HI789284,William,Johnson, Male,22,Pipe Welder, Cranes and Heavy Lifting Equipment,3,28,9/2/2019
HI524800,Sarah,Jones, Female,42,Pipe Welder, Paint Shops,2,28,9/16/2019
HI769049,Patricia,Smith, Female,48,Pipe Welder, Testing Facilities,3,22,10/7/2019
HI656042,Jennifer,Jones, Female,49,Pipe Welder, Dry Docks,2,25,10/7/2019
HI465794,Elizabeth,Rodriguez, Female,19,Pipe Welder, Slipways,1,25,11/18/2019
HI303961,William,Johnson, Male,37,Pipe Welder, Slipways,4,18,11/25/2019
HI154184,Susan,Davis, Female,21,Pipe Welder, Slipways,3,28,12/2/2019
HI348755,David,Miller, Male,53,Pipe Welder, Fabrication Shops,2,25,12/2/2019
HI729962,Susan,Smith, Female,23,Pipe Welder, Wet Docks,4,28,12/16/2019
HI792482,Sarah,Johnson, Unknown,33,Pipe Welder, Storage Areas,3,25,1/27/2020
HI808525,Sarah,Williams, Female,33,Pipe Welder, Outfitting Docks,1,22,1/27/2020
HI612401,James,Davis, Unknown,34,Pipe Welder, Dry Docks,1,28,2/10/2020
HI946817,Mary,Miller, Female,28,Pipe Welder, Wet Docks,2,25,2/17/2020
HI533084,Patricia,Brown, Female,48,Pipe Welder, Wet Docks,1,28,2/24/2020
HI807263,Charles,Williams, Male,30,Pipe Welder, Testing Facilities,3,18,2/24/2020
HI286368,Joseph,Garcia, Male,39,Pipe Welder, Testing Facilities,2,22,2/24/2020
HI373393,Linda,Garcia, Female,64,Pipe Welder, Outfitting Docks,2,18,3/2/2020
HI162499,Robert,Miller, Male,60,Pipe Welder, Testing Facilities,4,25,3/2/2020
HI901039,Sarah,Johnson, Female,48,Pipe Welder, Wet Docks,3,22,3/9/2020
HI764334,James,Miller, Male,62,Pipe Welder, Wet Docks,3,25,3/9/2020
HI514947,Michael,Rodriguez, Male,20,Pipe Welder, Paint Shops,4,25,3/23/2020
HI347848,Thomas,Rodriguez, Male,30,Pipe Welder, Testing Facilities,4,18,4/27/2020
HI398211,David,Martinez, Male,43,Pipe Welder, Outfitting Docks,3,18,5/4/2020
HI659905,Patricia,Johnson, Female,37,Pipe Welder, Fabrication Shops,2,18,5/11/2020
HI030280,Susan,Smith, Female,64,Pipe Welder, Wet Docks,2,22,5/18/2020
HI790414,Linda,Smith, Female,35,Pipe Welder, Wet Docks,2,18,5/18/2020
HI913471,Patricia,Davis, Unknown,61,Pipe Welder, Dry Docks,2,18,5/25/2020
HI245124,Elizabeth,Brown, Female,47,Pipe Welder, Dry Docks,3,22,6/1/2020
HI799578,Patricia,Rodriguez, Female,20,Pipe Welder, Fabrication Shops,2,25,6/8/2020
HI533319,David,Martinez, Male,33,Pipe Welder, Paint Shops,1,25,6/8/2020
HI820238,David,Smith, Male,49,Pipe Welder, Slipways,4,18,6/15/2020
HI585072,Jessica,Garcia, Female,38,Pipe Welder, Dry Docks,2,28,6/15/2020
HI225620,Barbara,Williams, Female,49,Pipe Welder, Testing Facilities,3,18,6/15/2020
HI707258,Robert,Smith, Male,62,Pipe Welder, Paint Shops,3,25,6/22/2020
HI291640,James,Brown, Male,32,Pipe Welder, Paint Shops,2,28,6/29/2020
HI712024,Thomas,Smith, Male,55,Pipe Welder, Testing Facilities,4,22,6/29/2020
HI437611,William,Williams, Male,19,Pipe Welder, Storage Areas,3,28,6/29/2020
HI445957,Thomas,Miller, Male,59,Pipe Welder, Testing Facilities,1,28,7/13/2020
HI655859,Jennifer,Johnson, Female,58,Pipe Welder, Storage Areas,1,25,7/13/2020
HI347805,Thomas,Martinez, Male,23,Pipe Welder, Testing Facilities,1,18,7/13/2020
HI776221,Barbara,Martinez, Female,24,Pipe Welder, Slipways,4,28,7/20/2020
HI724844,Jessica,Jones, Female,20,Pipe Welder, Storage Areas,3,22,7/20/2020
HI927477,John,Brown, Male,31,Pipe Welder, Fabrication Shops,3,18,7/27/2020
HI260232,Linda,Miller, Female,44,Pipe Welder, Slipways,4,18,7/27/2020
HI545148,Elizabeth,Williams, Unknown,39,Pipe Welder, Slipways,2,18,8/3/2020
HI154679,Joseph,Miller, Male,28,Pipe Welder, Cranes and Heavy Lifting Equipment,3,18,8/10/2020
HI071533,Barbara,Garcia, Female,25,Pipe Welder, Paint Shops,3,28,8/17/2020
HI266646,Linda,Williams, Female,49,Pipe Welder, Cranes and Heavy Lifting Equipment,2,28,8/24/2020
HI889392,Joseph,Smith, Male,45,Pipe Welder, Paint Shops,1,25,8/24/2020
HI048680,Barbara,Brown, Unknown,29,Pipe Welder, Outfitting Docks,4,22,8/31/2020
HI997894,Karen,Miller, Female,65,Pipe Welder, Fabrication Shops,3,28,8/31/2020
HI444811,Michael,Davis, Male,43,Pipe Welder, Storage Areas,2,22,9/7/2020
HI552485,Susan,Smith, Unknown,60,Pipe Welder, Outfitting Docks,4,25,9/21/2020
HI948513,Charles,Jones, Male,19,Pipe Welder, Administrative Offices,2,25,9/21/2020
HI106299,Barbara,Brown, Female,52,Pipe Welder, Testing Facilities,3,28,9/28/2020
HI895277,Charles,Jones, Male,56,Pipe Welder, Wet Docks,1,25,9/28/2020
HI764031,James,Williams, Male,60,Pipe Welder, Dry Docks,2,28,10/5/2020
HI413095,Sarah,Williams, Female,32,Pipe Welder, Cranes and Heavy Lifting Equipment,2,22,10/12/2020
HI349180,Joseph,Williams, Male,31,Pipe Welder, Testing Facilities,3,28,10/26/2020
HI648680,Richard,Martinez, Male,39,Pipe Welder, Slipways,3,18,11/2/2020
HI402880,Charles,Williams, Male,20,Pipe Welder, Dry Docks,3,25,11/2/2020
HI929546,Sarah,Garcia, Female,49,Pipe Welder, Wet Docks,1,28,11/9/2020
HI175494,Richard,Miller, Male,19,Pipe Welder, Slipways,4,28,11/9/2020
HI447109,David,Brown, Male,48,Pipe Welder, Outfitting Docks,1,18,11/16/2020
HI588854,Jennifer,Garcia, Female,51,Pipe Welder, Testing Facilities,1,18,11/23/2020
HI559391,Elizabeth,Brown, Female,59,Pipe Welder, Paint Shops,4,28,11/30/2020
HI311088,Sarah,Johnson, Female,56,Pipe Welder, Fabrication Shops,3,25,12/7/2020
HI075647,Elizabeth,Jones, Female,62,Pipe Welder, Storage Areas,4,28,12/21/2020
HI510433,Jennifer,Johnson, Female,52,Pipe Welder, Dry Docks,2,18,12/21/2020
HI493269,Elizabeth,Davis, Unknown,63,Pipe Welder, Testing Facilities,2,25,1/4/2021
HI220429,Linda,Jones, Female,19,Pipe Welder, Storage Areas,3,18,1/11/2021
HI949872,William,Williams, Male,50,Pipe Welder, Dry Docks,1,22,1/11/2021
HI946834,Karen,Jones, Female,43,Pipe Welder, Testing Facilities,1,18,1/18/2021
HI065471,Richard,Johnson, Unknown,40,Pipe Welder, Dry Docks,4,22,1/18/2021
HI060779,Joseph,Miller, Unknown,60,Pipe Welder, Administrative Offices,2,18,1/25/2021
HI890997,Richard,Davis, Male,40,Pipe Welder, Administrative Offices,3,25,1/25/2021
HI652544,William,Williams, Male,30,Pipe Welder, Cranes and Heavy Lifting Equipment,1,25,2/1/2021
HI819185,William,Brown, Male,50,Pipe Welder, Testing Facilities,3,25,2/15/2021
HI135347,Charles,Brown, Male,44,Pipe Welder, Storage Areas,2,28,2/15/2021
HI658166,William,Rodriguez, Male,29,Pipe Welder, Outfitting Docks,1,28,3/1/2021
HI134065,Thomas,Rodriguez, Male,49,Pipe Welder, Dry Docks,2,25,3/8/2021
HI990321,David,Johnson, Male,25,Pipe Welder, Slipways,1,25,3/15/2021
HI766440,Thomas,Martinez, Male,62,Pipe Welder, Storage Areas,1,18,3/22/2021
HI889424,Robert,Williams, Male,20,Pipe Welder, Testing Facilities,3,22,4/12/2021
HI722358,John,Jones, Male,43,Pipe Welder, Testing Facilities,3,28,4/26/2021
HI934456,Elizabeth,Rodriguez, Female,20,Pipe Welder, Cranes and Heavy Lifting Equipment,1,25,5/3/2021
HI374565,Karen,Davis, Female,38,Pipe Welder, Storage Areas,3,18,5/10/2021
HI442394,David,Martinez, Male,36,Pipe Welder, Administrative Offices,2,22,5/10/2021
HI825613,David,Martinez, Male,27,Pipe Welder, Paint Shops,1,25,5/10/2021
HI742536,William,Williams, Male,56,Pipe Welder, Slipways,1,25,5/17/2021
HI994626,William,Johnson, Male,45,Pipe Welder, Cranes and Heavy Lifting Equipment,3,28,5/24/2021
HI935555,Elizabeth,Williams, Female,34,Pipe Welder, Paint Shops,4,22,5/31/2021
HI225753,John,Miller, Male,18,Pipe Welder, Storage Areas,2,25,5/31/2021
HI290085,Thomas,Williams, Male,61,Pipe Welder, Wet Docks,3,18,5/31/2021
HI754230,Barbara,Garcia, Female,51,Pipe Welder, Dry Docks,4,18,6/14/2021
HI522735,Barbara,Davis, Female,47,Pipe Welder, Paint Shops,1,25,6/21/2021
HI963451,Thomas,Smith, Male,47,Pipe Welder, Cranes and Heavy Lifting Equipment,3,18,6/28/2021
HI900704,Linda,Rodriguez, Female,30,Pipe Welder, Dry Docks,1,28,7/26/2021
HI732140,Thomas,Rodriguez, Male,45,Pipe Welder, Cranes and Heavy Lifting Equipment,1,18,7/26/2021
HI394846,Sarah,Martinez, Female,61,Pipe Welder, Administrative Offices,3,18,8/2/2021
HI146722,Richard,Johnson, Male,25,Pipe Welder, Outfitting Docks,1,28,8/16/2021
HI905436,Barbara,Jones, Female,60,Pipe Welder, Fabrication Shops,2,18,8/30/2021
HI705746,Linda,Smith, Unknown,27,Pipe Welder, Storage Areas,1,28,8/30/2021
HI801217,Jennifer,Brown, Unknown,65,Pipe Welder, Fabrication Shops,2,18,8/30/2021
HI162413,Karen,Brown, Female,21,Pipe Welder, Cranes and Heavy Lifting Equipment,3,18,9/6/2021
HI097474,Robert,Rodriguez, Male,28,Pipe Welder, Cranes and Heavy Lifting Equipment,3,25,9/13/2021
HI155573,Charles,Jones, Male,59,Pipe Welder, Storage Areas,2,18,9/20/2021
HI892044,Joseph,Brown, Male,37,Pipe Welder, Outfitting Docks,2,22,9/20/2021
HI617643,James,Miller, Male,38,Pipe Welder, Outfitting Docks,4,18,9/27/2021
HI085256,Thomas,Smith, Male,63,Pipe Welder, Storage Areas,2,28,10/18/2021
HI177517,Richard,Miller, Male,38,Pipe Welder, Paint Shops,1,25,10/18/2021
HI954646,Jessica,Smith, Female,28,Pipe Welder, Storage Areas,3,18,11/1/2021
HI630108,David,Brown, Male,43,Pipe Welder, Outfitting Docks,1,18,11/8/2021
HI031779,Patricia,Brown, Female,31,Pipe Welder, Testing Facilities,1,25,11/15/2021
HI529086,Mary,Martinez, Female,27,Pipe Welder, Paint Shops,2,18,11/22/2021
HI072324,David,Brown, Male,57,Pipe Welder, Paint Shops,3,18,11/22/2021
HI153700,Sarah,Davis, Female,41,Pipe Welder, Paint Shops,1,28,12/6/2021
HI217346,Thomas,Davis, Male,60,Pipe Welder, Administrative Offices,1,28,12/6/2021
HI658920,James,Williams, Unknown,39,Pipe Welder, Fabrication Shops,3,28,12/6/2021
HI189558,Linda,Williams, Female,20,Pipe Welder, Wet Docks,4,25,12/20/2021
HI361341,John,Garcia, Unknown,49,Pipe Welder, Fabrication Shops,2,28,12/20/2021
HI564646,Linda,Miller, Female,62,Pipe Welder, Slipways,4,18,12/27/2021
HI604714,John,Davis, Male,32,Pipe Welder, Wet Docks,3,25,1/3/2022
HI566540,John,Williams, Unknown,33,Pipe Welder, Paint Shops,2,18,1/17/2022
HI253112,Robert,Smith, Male,54,Pipe Welder, Dry Docks,3,28,1/24/2022
HI138207,Jennifer,Johnson, Female,40,Pipe Welder, Testing Facilities,2,28,1/24/2022
HI568466,Thomas,Williams, Male,25,Pipe Welder, Testing Facilities,2,18,1/24/2022
HI045782,Michael,Williams, Male,44,Pipe Welder, Storage Areas,3,18,1/24/2022
HI401442,John,Smith, Male,53,Pipe Welder, Cranes and Heavy Lifting Equipment,2,22,1/31/2022
HI224803,Richard,Jones, Male,40,Pipe Welder, Paint Shops,4,28,2/14/2022
HI710590,Jennifer,Jones, Female,35,Pipe Welder, Outfitting Docks,1,28,2/28/2022
HI447604,Susan,Johnson, Female,62,Pipe Welder, Fabrication Shops,3,18,3/7/2022
HI892040,Susan,Davis, Female,32,Pipe Welder, Outfitting Docks,4,22,3/7/2022
HI701831,Michael,Jones, Male,51,Pipe Welder, Paint Shops,2,28,3/14/2022
HI749905,John,Jones, Male,63,Pipe Welder, Storage Areas,3,18,3/28/2022
HI116872,Linda,Smith, Female,44,Pipe Welder, Wet Docks,3,28,3/28/2022
HI897916,William,Johnson, Male,29,Pipe Welder, Administrative Offices,2,22,4/4/2022
HI514801,William,Rodriguez, Male,64,Pipe Welder, Outfitting Docks,4,25,4/11/2022
HI761806,John,Miller, Male,29,Pipe Welder, Storage Areas,3,28,4/18/2022
HI016772,Jennifer,Jones, Female,22,Pipe Welder, Slipways,4,18,5/9/2022
HI175416,Richard,Garcia, Male,31,Pipe Welder, Dry Docks,3,25,5/16/2022
HI840348,Patricia,Miller, Unknown,59,Pipe Welder, Wet Docks,4,22,5/16/2022
HI230708,Richard,Rodriguez, Male,18,Pipe Welder, Outfitting Docks,2,18,5/30/2022
HI345110,Thomas,Rodriguez, Male,38,Pipe Welder, Slipways,4,18,6/6/2022
HI145901,Elizabeth,Jones, Female,30,Pipe Welder, Administrative Offices,2,25,6/27/2022
HI953082,Mary,Brown, Female,42,Pipe Welder, Paint Shops,1,28,7/4/2022
HI926490,Joseph,Rodriguez, Male,36,Pipe Welder, Administrative Offices,3,18,7/4/2022
HI578710,Mary,Davis, Female,47,Pipe Welder, Wet Docks,3,22,7/11/2022
HI886739,Karen,Miller, Female,35,Pipe Welder, Outfitting Docks,4,22,7/11/2022
HI990503,Joseph,Williams, Male,40,Pipe Welder, Paint Shops,2,22,8/1/2022
HI635001,Sarah,Jones, Female,28,Pipe Welder, Slipways,1,28,8/8/2022
HI075847,Linda,Miller, Female,31,Pipe Welder, Cranes and Heavy Lifting Equipment,1,25,8/8/2022
HI039648,Jennifer,Jones, Female,41,Pipe Welder, Fabrication Shops,1,22,8/8/2022
HI239134,Elizabeth,Brown, Female,56,Pipe Welder, Administrative Offices,3,18,8/15/2022
HI378066,Barbara,Miller, Female,38,Pipe Welder, Dry Docks,2,25,8/22/2022
HI568269,Patricia,Martinez, Female,53,Pipe Welder, Wet Docks,3,18,9/5/2022
HI223667,Mary,Rodriguez, Female,53,Pipe Welder, Paint Shops,1,28,9/19/2022
HI705646,Jessica,Jones, Female,22,Pipe Welder, Fabrication Shops,1,18,9/26/2022
HI956621,Richard,Martinez, Male,39,Pipe Welder, Paint Shops,3,22,9/26/2022
HI911755,Sarah,Rodriguez, Female,56,Pipe Welder, Wet Docks,3,22,10/3/2022
HI156070,Mary,Martinez, Female,36,Pipe Welder, Cranes and Heavy Lifting Equipment,4,28,10/10/2022
HI298567,Richard,Johnson, Male,39,Pipe Welder, Slipways,4,28,10/17/2022
HI533656,Richard,Martinez, Male,18,Pipe Welder, Storage Areas,2,25,10/17/2022
HI099753,Robert,Garcia, Male,35,Pipe Welder, Wet Docks,3,22,10/17/2022
HI414166,John,Brown, Male,38,Pipe Welder, Storage Areas,4,18,10/31/2022
HI981404,Jennifer,Smith, Female,54,Pipe Welder, Paint Shops,3,18,11/7/2022
HI805047,Sarah,Johnson, Female,32,Pipe Welder, Storage Areas,2,18,11/14/2022
HI854642,Michael,Martinez, Male,28,Pipe Welder, Testing Facilities,1,25,12/5/2022
HI175724,James,Williams, Unknown,46,Pipe Welder, Dry Docks,4,18,12/5/2022
HI064271,Mary,Martinez, Female,62,Pipe Welder, Testing Facilities,1,22,12/5/2022
HI163343,Sarah,Garcia, Female,44,Pipe Welder, Testing Facilities,4,18,12/12/2022
HI084244,Susan,Williams, Female,58,Pipe Welder, Paint Shops,3,25,12/19/2022
HI826558,William,Williams, Male,52,Pipe Welder, Paint Shops,2,25,12/19/2022
HI789257,Mary,Miller, Unknown,44,Pipe Welder, Dry Docks,2,28,12/19/2022
HI900269,James,Davis, Male,21,Pipe Welder, Storage Areas,3,25,12/19/2022
HI227947,Michael,Johnson, Male,29,Pipe Welder, Outfitting Docks,2,25,12/19/2022
HI032021,Susan,Davis, Female,26,Pipe Welder, Outfitting Docks,4,18,12/26/2022
HI270787,Michael,Williams, Male,59,Pipe Welder, Outfitting Docks,1,18,1/2/2023
HI038255,Mary,Garcia, Female,19,Pipe Welder, Testing Facilities,3,22,2/6/2023
HI988331,Linda,Jones, Female,43,Pipe Welder, Testing Facilities,4,18,2/6/2023
HI046470,Joseph,Brown, Male,49,Pipe Welder, Testing Facilities,1,28,2/13/2023
HI094737,Jennifer,Jones, Female,28,Pipe Welder, Dry Docks,2,18,2/20/2023
HI081755,Susan,Davis, Female,25,Pipe Welder, Dry Docks,4,25,2/27/2023
HI745718,Joseph,Brown, Male,29,Pipe Welder, Wet Docks,1,22,3/6/2023
HI182792,Jessica,Miller, Female,18,Pipe Welder, Cranes and Heavy Lifting Equipment,4,18,3/6/2023
HI012230,Charles,Miller, Male,53,Pipe Welder, Outfitting Docks,3,25,3/6/2023
HI910116,Charles,Davis, Male,28,Pipe Welder, Paint Shops,1,22,3/13/2023
HI224067,Elizabeth,Brown, Unknown,44,Pipe Welder, Wet Docks,4,25,3/13/2023
HI596510,Karen,Smith, Female,38,Pipe Welder, Cranes and Heavy Lifting Equipment,3,28,3/20/2023
HI096766,Elizabeth,Brown, Female,47,Pipe Welder, Slipways,1,25,3/27/2023
HI511310,Michael,Davis, Male,50,Pipe Welder, Outfitting Docks,1,22,4/3/2023
HI250535,Barbara,Miller, Unknown,62,Pipe Welder, Cranes and Heavy Lifting Equipment,3,25,4/3/2023
HI427604,Robert,Jones, Male,60,Pipe Welder, Cranes and Heavy Lifting Equipment,4,22,4/17/2023
HI474956,Karen,Johnson, Female,52,Pipe Welder, Paint Shops,4,28,4/17/2023
HI868913,Mary,Jones, Female,43,Pipe Welder, Outfitting Docks,2,18,4/24/2023
HI571238,David,Johnson, Unknown,38,Pipe Welder, Dry Docks,3,18,5/1/2023
HI821062,John,Jones, Male,28,Pipe Welder, Wet Docks,1,28,5/8/2023
HI711846,David,Garcia, Male,28,Pipe Welder, Slipways,4,22,5/29/2023
HI699952,Elizabeth,Martinez, Female,43,Pipe Welder, Administrative Offices,4,25,5/29/2023
HI998736,Charles,Jones, Male,52,Pipe Welder, Fabrication Shops,3,18,6/5/2023
HI701787,Barbara,Martinez, Unknown,45,Pipe Welder, Outfitting Docks,4,22,6/12/2023
HI013825,Robert,Johnson, Male,54,Pipe Welder, Paint Shops,2,22,6/12/2023
HI577515,Mary,Smith, Female,64,Pipe Welder, Testing Facilities,2,25,6/19/2023
HI195629,Karen,Williams, Female,38,Pipe Welder, Paint Shops,4,22,6/26/2023
HI366534,William,Johnson, Male,61,Pipe Welder, Administrative Offices,3,22,6/26/2023
HI327113,Charles,Smith, Male,31,Pipe Welder, Cranes and Heavy Lifting Equipment,1,28,7/3/2023
